,iv,treated,group_id_overall,outcome
1065,1,0,271,0.267782
1066,1,1,271,0.243243
1067,1,0,271,0.228045
1068,1,0,271,0.301852
1069,1,0,271,0.176471
1070,0,0,271,0.261574
1071,1,0,271,0.297456
1072,1,0,271,0.343168
1073,1,1,271,0.223529
1074,1,0,271,0.199074
1075,1,0,272,0.27965
1076,0,0,272,0.298145
1077,1,0,272,0.237113
1078,1,1,272,0.387218
1079,1,0,272,0.27456
1080,1,0,272,0.595135
1081,1,0,272,0.308289
1082,1,1,272,0.266467
1083,1,1,272,0.238364
1084,1,0,272,0.265814
1085,1,1,272,0.354386
1086,1,1,272,0.413357
1087,1,0,272,0.273098
1088,1,0,272,0.253731
1089,0,0,272,0.334661
1090,0,0,272,0.417582
1091,1,1,272,0.351375
1092,0,0,272,0.241294
1093,1,1,272,0.319444
1094,1,0,272,0.318868
1095,1,0,272,0.184685
1096,1,0,272,0.313008
1097,1,0,272,0.282927
1098,0,0,272,0.248437
1099,1,0,272,0.276498
1100,0,0,272,0.246998
1101,1,1,272,0.37265
1102,1,0,272,0.301158
1103,1,1,272,0.312669
1104,0,0,272,0.283019
1105,1,0,272,0.327346
1106,1,0,272,0.293559
1107,1,1,272,0.325907
1108,0,0,272,0.335046
1109,0,0,272,0.20625
1110,1,0,272,0.258842
1111,1,0,272,0.243785
1112,1,1,272,0.358232
1113,1,0,272,0.307512
1114,1,0,272,0.279221
1115,1,0,272,0.442804
1116,1,0,272,0.226576
1117,1,0,272,0.381673
1118,1,1,272,0.422477
1119,1,0,272,0.269444
1120,1,0,272,0.238185
1121,1,0,272,0.239837
1122,1,0,272,0.302752
1123,1,0,272,0.204918
1124,1,0,272,0.273885
1125,1,0,272,0.290944
1126,1,0,272,0.331572
1127,1,0,272,0.321278
1128,1,0,272,0.258808
1129,1,1,272,0.335586
1130,1,0,272,0.41958
1131,1,1,272,0.292196
1132,0,0,272,0.184049
1133,1,0,272,0.312593
1134,1,1,272,0.362516
1135,1,0,272,0.36658
1136,1,1,272,0.206799
1137,1,1,272,0.348732
1138,1,0,272,0.252132
1139,1,0,272,0.302209
1140,1,0,272,0.279461
1141,1,0,272,0.346263
1142,0,0,272,0.264069
1143,1,1,272,0.240437
1144,1,1,272,0.257243
1145,1,0,272,0.324723
1146,1,0,272,0.314286
1147,1,1,272,0.295359
1148,1,1,272,0.348485
1149,1,1,272,0.339315
1150,1,0,272,0.290172
1151,1,0,272,0.332429
1152,1,0,272,0.412929
1153,1,0,272,0.316498
1154,1,1,272,0.234168
1155,1,1,272,0.323775
1156,1,1,272,0.163522
1157,1,1,272,0.335232
1158,1,0,272,0.326212
1159,1,1,272,0.297959
1160,1,0,272,0.248792
1161,1,0,272,0.294118
1162,1,0,272,0.280702
1163,1,0,272,0.212903
1164,1,0,272,0.299035
1165,1,0,272,0.313167
1166,1,0,272,0.405755
1167,1,1,272,0.369809
1168,1,0,272,0.326657
1169,1,0,272,0.326797
1170,1,0,272,0.309774
1171,1,0,272,0.307463
1172,1,0,272,0.384328
1173,0,0,272,0.30662
1174,1,0,272,0.40113
1175,1,0,272,0.314621
1176,1,0,272,0.34
1177,1,0,272,0.352185
1178,1,0,272,0.342246
1179,0,0,272,0.417657
1180,1,0,272,0.248477
1181,1,0,272,0.300847
1182,1,0,272,0.324775
1183,1,1,272,0.335917
1184,1,0,272,0.26186
1185,0,0,272,0.286658
1186,1,1,272,0.192
1187,1,0,272,0.329923
1188,0,0,272,0.266795
1189,1,0,272,0.254902
1190,0,0,272,0.243528
1191,0,0,273,0.334821
1192,1,0,273,0.268519
1193,1,1,273,0.30593
1194,0,0,273,0.346734
1195,1,0,273,0.346457
1196,1,1,273,0.255515
1197,1,0,273,0.249576
1198,1,0,273,0.25036
1199,0,0,273,0.194301
1200,0,0,273,0.329268
1201,1,0,273,0.442759
1202,0,0,273,0.252475
1203,1,0,273,0.47483
1204,1,0,273,0.329084
1205,0,0,273,0.21843
1206,0,0,273,0.274571
1207,1,0,273,0.302345
1208,1,0,273,0.214815
1209,1,1,273,0.328328
1210,1,1,273,0.257862
1211,1,0,273,0.326179
1212,1,1,273,0.27065
1213,0,0,273,0.246744
1214,1,0,273,0.384083
1215,1,1,273,0.273585
1216,1,0,273,0.321053
1217,0,0,273,0.390449
1218,1,0,273,0.361272
1219,1,0,273,0.231959
1220,1,0,273,0.302234
1221,1,0,273,0.29258
1222,1,0,273,0.255782
1223,1,0,273,0.189655
1224,0,0,273,0.211667
1225,1,0,273,0.34907
1226,1,0,273,0.325389
1227,0,0,273,0.251422
1228,1,0,273,0.339599
1229,1,0,273,0.271523
1230,1,0,273,0.292945
1231,1,0,273,0.202925
1232,1,1,274,0.333333
1233,1,1,274,0.354244
1234,1,0,274,0.349515
1235,1,0,274,0.375
1236,1,1,274,0.353434
1237,0,0,274,0.315217
1238,0,0,275,0.264368
1239,1,1,275,0.439024
1240,0,0,276,0.533058
1241,1,1,276,0.271062
1242,1,0,276,0.390042
1243,1,1,276,0.169355
1244,0,0,276,0.375887
1245,1,1,276,0.158621
1246,1,0,29,0.286073
1247,1,0,175,0.173913
1248,1,1,245,0.526823
1249,1,0,252,0.202105
1250,1,0,252,0.260054
1251,1,1,257,0.253876
1252,1,1,262,0.293532
1253,1,0,266,0.34275
1254,1,0,272,0.248773
1255,1,1,276,0.436364
1256,0,0,110,0.34275
1257,0,0,141,0.257353
1258,0,0,146,0.28655
1259,1,1,174,0.314661
1260,1,0,181,0.219506
1261,0,0,184,0.318182
1262,1,0,198,0.278107
1263,1,1,217,0.23741
1264,1,0,234,0.213333
1265,1,1,245,0.459582
1266,1,1,250,0.578571
1267,1,0,250,0.261803
1268,1,0,250,0.271845
1269,1,0,250,0.263889
1270,1,0,250,0.257932
1271,0,0,251,0.229851
1272,0,0,281,0.363636
1273,1,1,179,0.243536
1274,1,0,208,0.327676
1275,1,0,236,0.143722
1276,0,0,248,0.208791
1277,1,0,249,0.15864
1278,1,0,252,0.361888
1279,1,0,252,0.205628
1280,1,0,252,0.395349
1281,0,0,253,0.32265
1282,1,1,255,0.3
1283,0,0,135,0.188297
1284,0,0,147,0.225806
1285,1,1,148,0.282799
1286,1,0,171,0.293202
1287,0,0,203,0.380952
1288,1,1,242,0.30885
1289,1,1,245,0.488981
1290,1,1,250,0.244435
1291,1,0,250,0.247649
1292,0,0,136,0.246009
1293,1,1,140,0.374106
1294,0,0,144,0.441026
1295,0,0,166,0.255034
1296,0,0,185,0.377079
1297,1,0,196,0.2
1298,1,1,241,0.163265
1299,1,0,242,0.323471
1300,1,1,250,0.192179
1301,1,0,250,0.16092
1302,1,0,250,0.283105
1303,1,1,261,0.516968
1304,1,1,183,0.358333
1305,1,1,241,0.252492
1306,0,0,245,0.348837
1307,1,0,245,0.406109
1308,1,0,251,0.306881
1309,1,0,251,0.343545
1310,1,0,252,0.345238
1311,0,0,278,0.275862
1312,1,1,131,0.285171
1313,1,0,177,0.332963
1314,1,0,182,0.28
1315,0,0,196,0.223926
1316,1,1,203,0.351351
1317,1,1,242,0.528146
1318,1,1,245,0.400709
1319,0,0,246,0.553314
1320,1,0,248,0.240035
1321,1,1,250,0.256198
1322,1,1,250,0.39008
1323,1,1,141,0.372197
1324,0,0,149,0.262712
1325,0,0,165,0.308017
1326,1,1,166,0.321739
1327,0,0,186,0.222826
1328,1,0,224,0.334821
1329,1,1,239,0.217391
1330,0,0,242,0.295322
1331,1,1,242,0.378101
1332,0,0,248,0.165186
1333,1,1,250,0.33602
1334,1,1,252,0.284585
1335,0,0,277,0.290698
1336,0,0,144,0.325466
1337,0,0,209,0.257058
1338,0,0,216,0.233658
1339,0,0,230,0.248566
1340,1,1,243,0.285714
1341,0,0,248,0.171171
1342,1,0,248,0.164802
1343,0,0,250,0.237201
1344,0,0,160,0.237013
1345,0,0,170,0.256532
1346,0,0,175,0.223256
1347,1,1,201,0.261176
1348,0,0,222,0.292117
1349,1,1,245,0.510055
1350,1,1,250,0.305958
1351,1,0,250,0.259137
1352,0,0,250,0.1875
1353,0,0,250,0.166244
1354,1,1,252,0.256231
1355,1,0,252,0.199682
1356,1,0,252,0.137931
1357,1,0,252,0.204724
1358,1,1,281,0.0454545
1359,0,0,169,0.167224
1360,1,0,211,0.412214
1361,0,0,224,0.293839
1362,1,1,242,0.475138
1363,0,0,242,0.411654
1364,1,1,248,0.216783
1365,0,0,250,0.281361
1366,1,1,250,0.217797
1367,1,1,250,0.284635
1368,0,0,161,0.27907
1369,1,1,162,0.147059
1370,0,0,174,0.341917
1371,0,0,193,0.228261
1372,0,0,206,0.191392
1373,1,1,242,0.428094
1374,1,1,242,0.346221
1375,1,1,250,0.324005
1376,0,0,250,0.256
1377,1,1,143,0.140845
1378,0,0,177,0.318681
1379,1,0,204,0.275604
1380,0,0,231,0.204218
1381,1,1,244,0.385838
1382,0,0,245,0.417051
1383,1,1,250,0.327795
1384,1,0,250,0.270341
1385,1,0,252,0.312834
1386,0,0,128,0.267753
1387,1,1,184,0.392496
1388,1,1,209,0.3071
1389,1,0,234,0.23787
1390,1,1,241,0.371134
1391,1,1,245,0.29274
1392,1,1,282,0.491443
1393,1,1,169,0.228261
1394,0,0,204,0.291423
1395,0,0,207,0.257235
1396,0,0,217,0.248971
1397,0,0,233,0.197964
1398,1,1,250,0.2471
1399,1,0,250,0.267386
1400,1,1,251,0.56338
1401,1,1,252,0.263605
1402,1,1,252,0.232227
1403,1,0,252,0.248869
1404,1,0,252,0.312782
1405,1,1,282,0.344488
1406,1,1,159,0.26742
1407,0,0,163,0.2883
1408,0,0,213,0.334758
1409,0,0,223,0.233799
1410,1,1,241,0.429487
1411,1,1,242,0.289017
1412,0,0,243,0.341667
1413,0,0,139,0.149351
1414,0,0,148,0.244444
1415,0,0,181,0.225995
1416,1,0,195,0.311828
1417,1,0,202,0.193418
1418,0,0,214,0.24048
1419,1,1,243,0.286219
1420,1,0,250,0.217507
1421,1,1,250,0.506667
1422,1,0,250,0.163375
1423,1,1,252,0.269006
1424,1,0,252,0.236162
1425,0,0,280,0.332334
1426,0,0,282,0.230769
1427,1,1,149,0.236051
1428,1,1,172,0.258182
1429,0,0,182,0.266615
1430,1,1,186,0.237926
1431,1,1,186,0.252101
1432,0,0,187,0.151092
1433,0,0,194,0.247619
1434,1,1,237,0.228261
1435,0,0,127,0.288967
1436,0,0,242,0.330159
1437,1,1,250,0.285714
1438,1,1,250,0.38441
1439,1,0,250,0.309925
1440,1,1,250,0.238829
1441,1,1,251,0.413534
1442,1,0,134,0.223673
1443,0,0,157,0.335165
1444,0,0,172,0.287356
1445,1,1,176,0.236641
1446,1,0,225,0.391532
1447,0,0,232,0.316518
1448,1,1,232,0.292345
1449,1,1,241,0.475113
1450,1,1,242,0.290323
1451,0,0,248,0.132184
1452,0,0,249,0.171827
1453,1,1,250,0.323434
1454,1,1,250,0.319336
1455,1,1,137,0.270358
1456,0,0,159,0.247863
1457,1,0,165,0.251479
1458,1,1,194,0.287129
1459,1,1,218,0.194164
1460,1,1,69,0.340909
1461,1,1,239,0.247059
1462,1,1,243,0.30759
1463,1,0,250,0.181818
1464,1,1,250,0.41874
1465,1,0,188,0.200549
1466,0,0,197,0.292941
1467,0,0,208,0.317597
1468,1,1,225,0.308931
1469,1,1,250,0.31774
1470,1,0,250,0.241898
1471,1,0,250,0.332315
1472,1,0,251,0.281046
1473,1,0,252,0.263959
1474,1,0,252,0.237354
1475,1,0,252,0.349036
1476,1,0,280,0.4
1477,0,0,140,0.377405
1478,0,0,145,0.367213
1479,1,1,151,0.24537
1480,0,0,221,0.351351
1481,1,1,242,0.381426
1482,1,1,244,0.278689
1483,1,0,252,0.331646
1484,1,0,252,0.286577
1485,1,1,252,0.312611
1486,1,1,279,0.527778
1487,1,1,186,0.341463
1488,1,1,226,0.304709
1489,0,0,227,0.360092
1490,0,0,236,0.155587
1491,1,0,250,0.192371
1492,1,0,250,0.349904
1493,1,0,251,0.198473
1494,1,1,251,0.227723
1495,1,1,278,0.133333
1496,0,0,143,0.196429
1497,0,0,152,0.338624
1498,1,1,204,0.316239
1499,0,0,237,0.378947
1500,1,0,250,0.286822
1501,1,0,250,0.276565
1502,1,1,250,0.298851
1503,1,0,250,0.283465
1504,1,1,282,0.368043
1505,0,0,133,0.287247
1506,1,0,176,0.31982
1507,1,0,178,0.284242
1508,0,0,190,0.220588
1509,1,0,192,0.236577
1510,1,0,211,0.307605
1511,0,0,235,0.202454
1512,0,0,239,0.204545
1513,1,0,250,0.39055
1514,1,0,250,0.246041
1515,1,0,250,0.239583
1516,1,0,250,0.237141
1517,1,0,130,0.1939
1518,1,1,157,0.280788
1519,1,1,185,0.209302
1520,0,0,220,0.259777
1521,1,0,242,0.5
1522,1,1,242,0.501634
1523,0,0,243,0.410884
1524,1,0,250,0.267829
1525,1,0,250,0.236111
1526,1,1,250,0.34933
1527,1,1,250,0.287912
1528,1,0,250,0.171429
1529,1,1,282,0.496528
1530,1,1,145,0.294
1531,1,0,170,0.285714
1532,1,0,233,0.183876
1533,1,1,234,0.187879
1534,0,0,234,0.239574
1535,0,0,244,0.334375
1536,0,0,247,0.247373
1537,1,0,248,0.279602
1538,1,0,250,0.284144
1539,1,1,154,0.430769
1540,0,0,179,0.268966
1541,0,0,199,0.354839
1542,0,0,201,0.248811
1543,1,1,207,0.231261
1544,0,0,226,0.238532
1545,1,1,239,0.473684
1546,1,0,248,0.214286
1547,1,0,250,0.208754
1548,1,0,250,0.164609
1549,1,0,250,0.225949
1550,1,0,250,0.272727
1551,1,0,250,0.316456
1552,1,1,252,0.279797
1553,1,1,282,0.396631
1554,1,0,140,0.401937
1555,1,1,144,0.242009
1556,0,0,154,0.442177
1557,1,1,160,0.165049
1558,1,1,164,0.283951
1559,1,1,173,0.384615
1560,1,0,190,0.234577
1561,1,1,219,0.271882
1562,1,1,242,0.321101
1563,1,1,250,0.221807
1564,0,0,250,0.196891
1565,1,0,250,0.31358
1566,0,0,250,0.195497
1567,1,0,251,0.24359
1568,0,0,151,0.234899
1569,1,1,158,0.278027
1570,1,0,216,0.314783
1571,1,0,250,0.243767
1572,1,1,250,0.254104
1573,1,1,250,0.196078
1574,1,0,250,0.248804
1575,1,0,250,0.211326
1576,1,0,250,0.256615
1577,1,1,128,0.300878
1578,0,0,189,0.351178
1579,0,0,202,0.251483
1580,1,0,228,0.193416
1581,0,0,237,0.493333
1582,1,1,242,0.306799
1583,1,1,252,0.274448
1584,1,0,252,0.278232
1585,1,1,252,0.313988
1586,1,0,252,0.260544
1587,1,0,252,0.279503
1588,1,1,281,0.888889
1589,1,0,280,0.361702
1590,1,0,129,0.284519
1591,0,0,137,0.263566
1592,0,0,162,0.139785
1593,1,0,168,0.177866
1594,0,0,200,0.5
1595,1,1,200,0.257426
1596,1,1,235,0.236111
1597,1,1,250,0.277198
1598,1,0,250,0.294748
1599,1,0,250,0.254545
1600,1,0,251,0.2021
1601,1,1,251,0.246225
1602,0,0,280,0.114286
1603,1,1,146,0.37037
1604,1,0,210,0.351773
1605,1,1,245,0.351254
1606,1,1,250,0.278198
1607,1,0,251,0.296214
1608,1,1,252,0.202698
1609,1,0,252,0.252619
1610,1,0,252,0.410023
1611,1,0,253,0.350877
1612,1,0,253,0.26438
1613,1,0,281,0.4
1614,1,1,156,0.155172
1615,0,0,188,0.242236
1616,1,1,193,0.221095
1617,0,0,212,0.308943
1618,1,1,223,0.258741
1619,0,0,239,0.171171
1620,1,1,241,0.232836
1621,0,0,242,0.272837
1622,1,1,243,0.342988
1623,1,0,247,0.142857
1624,1,0,152,0.315315
1625,1,1,199,0.405405
1626,1,1,242,0.427441
1627,1,1,243,0.407577
1628,1,1,245,0.44359
1629,1,0,248,0.192389
1630,1,0,250,0.314961
1631,1,1,250,0.123077
1632,0,0,250,0.262958
1633,0,0,156,0.136364
1634,1,0,189,0.293686
1635,0,0,205,0.333333
1636,1,1,245,0.423913
1637,1,1,250,0.286741
1638,1,0,250,0.218659
1639,1,1,250,0.319559
1640,1,0,250,0.274368
1641,1,1,250,0.2
1642,1,0,253,0.268997
1643,0,0,142,0.224127
1644,0,0,178,0.299708
1645,0,0,191,0.347826
1646,0,0,211,0.335139
1647,1,1,230,0.264151
1648,1,1,241,0.327491
1649,1,1,242,0.247911
1650,1,0,250,0.235023
1651,1,0,250,0.186722
1652,1,0,250,0.333333
1653,1,0,135,0.211692
1654,0,0,153,0.483721
1655,0,0,176,0.225
1656,1,0,187,0.150246
1657,0,0,192,0.281217
1658,1,1,242,0.300971
1659,1,0,250,0.2375
1660,1,0,250,0.254957
1661,1,0,250,0.326739
1662,1,0,251,0.22449
1663,1,1,281,0.550562
1664,0,0,131,0.313999
1665,0,0,132,0.291384
1666,1,1,155,0.299107
1667,1,0,163,0.311767
1668,0,0,168,0.153061
1669,0,0,238,0.198439
1670,1,1,241,0.399312
1671,1,1,245,0.5
1672,1,0,248,0.238095
1673,1,1,250,0.360645
1674,1,1,139,0.186111
1675,1,1,205,0.297619
1676,1,0,206,0.200843
1677,1,1,214,0.190217
1678,1,0,220,0.21573
1679,0,0,228,0.211167
1680,1,1,242,0.350105
1681,1,0,127,0.220767
1682,0,0,250,0.216912
1683,1,0,250,0.201413
1684,1,0,250,0.321613
1685,1,1,252,0.250951
1686,1,0,252,0.236264
1687,1,1,282,0.565875
1688,0,0,130,0.175926
1689,1,1,142,0.313303
1690,1,1,161,0.42623
1691,0,0,173,0.414141
1692,1,0,205,0.313433
1693,0,0,210,0.37744
1694,1,1,224,0.450049
1695,1,0,238,0.233898
1696,1,0,250,0.201107
1697,1,0,250,0.269258
1698,1,0,250,0.312057
1699,0,0,250,0.410628
1700,1,1,252,0.21374
1701,1,1,167,0.221557
1702,1,1,191,0.25
1703,1,1,222,0.312418
1704,1,1,250,0.265803
1705,1,0,250,0.293839
1706,1,0,250,0.452862
1707,1,0,250,0.20318
1708,0,0,252,0.175793
1709,1,0,252,0.271186
1710,1,0,252,0.27234
1711,1,0,277,0.224719
1712,0,0,129,0.309615
1713,0,0,138,0.30979
1714,1,0,215,0.204929
1715,0,0,219,0.276691
1716,1,1,250,0.31202
1717,0,0,250,0.237486
1718,1,0,250,0.3125
1719,1,0,251,0.127928
1720,1,0,252,0.267516
1721,1,1,252,0.262277
1722,1,1,282,0.358757
1723,1,1,150,0.341411
1724,0,0,155,0.243243
1725,1,1,182,0.242021
1726,1,0,190,0.245161
1727,0,0,215,0.171233
1728,0,0,229,0.336148
1729,1,0,250,0.283937
1730,0,0,250,0.292697
1731,1,1,250,0.293587
1732,0,0,279,0.105263
1733,1,1,282,0.534799
1734,1,1,147,0.302376
1735,0,0,171,0.277014
1736,1,0,212,0.420513
1737,1,0,243,0.267416
1738,1,0,250,0.151261
1739,1,0,250,0.324826
1740,1,0,250,0.229592
1741,1,0,132,0.244062
1742,0,0,134,0.191304
1743,0,0,158,0.3125
1744,0,0,164,0.437086
1745,1,1,180,0.366159
1746,1,0,227,0.323595
1747,1,0,246,0.369844
1748,1,0,250,0.329268
1749,0,0,250,0.280535
1750,1,0,251,0.204918
1751,1,0,252,0.2827
1752,1,1,252,0.224749
1753,1,0,252,0.361325
1754,1,0,252,0.343497
1755,1,1,282,0.615912
1756,1,1,136,0.203125
1757,1,0,150,0.296429
1758,0,0,167,0.215054
1759,1,1,177,0.330574
1760,1,0,242,0.526316
1761,1,1,245,0.389734
1762,0,0,246,0.342932
1763,1,0,248,0.223828
1764,1,0,251,0.275229
1765,1,0,251,0.299035
1766,1,1,252,0.238928
1767,0,0,150,0.298246
1768,1,0,152,0.35
1769,0,0,183,0.217391
1770,1,1,221,0.459459
1771,0,0,225,0.297723
1772,1,1,242,0.413858
1773,0,0,245,0.406977
1774,1,1,246,0.364909
1775,1,0,250,0.271091
1776,0,0,250,0.410377
1777,1,0,252,0.29107
1778,1,0,252,0.280208
1779,1,0,138,0.287625
1780,0,0,180,0.343907
1781,0,0,198,0.271095
1782,1,1,213,0.418367
1783,0,0,218,0.277487
1784,1,1,222,0.30991
1785,1,0,231,0.227545
1786,0,0,241,0.448276
1787,0,0,5,0.267717
1788,1,0,251,0.213825
1789,1,0,252,0.253028
1790,1,0,252,0.259357
1791,1,0,252,0.322936
1792,0,0,252,0.252174
1793,1,0,252,0.25625
1794,1,0,252,0.262099
1795,0,0,195,0.227642
1796,1,1,197,0.277778
1797,1,1,222,0.283632
1798,1,1,240,0.257576
1799,0,0,240,0.157143
1800,1,1,242,0.323711
1801,1,0,250,0.282776
1802,1,1,250,0.288793
1803,1,0,251,0.136264
1804,1,1,282,0.583333
1805,1,1,153,0.304878
1806,0,0,1,0.346964
1807,1,1,1,0.31221
1808,1,1,1,0.428005
1809,1,1,1,0.477825
1810,1,1,1,0.311359
1811,0,0,2,0.626302
1812,1,1,2,0.46875
1813,1,1,3,0.246596
1814,1,0,3,0.286585
1815,0,0,3,0.334891
1816,1,0,3,0.26158
1817,1,0,4,0.371453
1818,1,0,4,0.425322
1819,1,1,4,0.338303
1820,0,0,4,0.45593
1821,1,0,5,0.236196
1822,1,0,5,0.193431
1823,1,1,5,0.290657
1824,1,0,5,0.222621
1825,1,0,6,0.326558
1826,0,0,6,0.283044
1827,1,0,6,0.285926
1828,1,0,6,0.268012
1829,1,0,7,0.241947
1830,0,0,7,0.235465
1831,1,0,8,0.370166
1832,0,0,8,0.327402
1833,1,0,9,0.287218
1834,1,1,9,0.313043
1835,1,1,9,0.30349
1836,0,0,9,0.334426
1837,1,1,224,0.218045
1838,1,1,250,0.188976
1839,1,0,252,0.305263
1840,1,1,10,0.308777
1841,0,0,10,0.334877
1842,1,0,10,0.269337
1843,0,0,11,0.294582
1844,1,1,11,0.331984
1845,1,0,11,0.39797
1846,0,0,12,0.339806
1847,1,0,12,0.356579
1848,1,1,13,0.227102
1849,1,0,13,0.260494
1850,1,0,13,0.257968
1851,0,0,13,0.281834
1852,0,0,14,0.393321
1853,1,0,14,0.410609
1854,1,1,15,0.464583
1855,0,0,15,0.503226
1856,0,0,16,0.47851
1857,1,1,16,0.547445
1858,1,1,16,0.499014
1859,0,0,17,0.424058
1860,1,1,17,0.270506
1861,1,0,18,0.331776
1862,0,0,18,0.28355
1863,1,0,18,0.36124
1864,1,0,18,0.364676
1865,0,0,19,0.36381
1866,1,1,19,0.405495
1867,1,0,20,0.295714
1868,0,0,20,0.325549
1869,1,0,20,0.358714
1870,0,0,21,0.349788
1871,1,1,21,0.394437
1872,1,1,21,0.509132
1873,1,1,21,0.509346
1874,1,1,22,0.393562
1875,0,0,22,0.421109
1876,1,1,22,0.400225
1877,1,0,22,0.381919
1878,1,0,22,0.430796
1879,1,1,23,0.413836
1880,1,0,23,0.317016
1881,0,0,23,0.401418
1882,1,0,24,0.279126
1883,0,0,24,0.316934
1884,0,0,25,0.294537
1885,1,0,25,0.237931
1886,1,0,26,0.346516
1887,0,0,26,0.327768
1888,1,1,27,0.200246
1889,0,0,27,0.129655
1890,1,0,27,0.178763
1891,1,1,28,0.353548
1892,0,0,28,0.384733
1893,1,0,29,0.252212
1894,0,0,29,0.248722
1895,1,0,30,0.29402
1896,1,0,30,0.337602
1897,0,0,30,0.379481
1898,1,0,31,0.313061
1899,0,0,31,0.324144
1900,1,1,31,0.298643
1901,1,0,31,0.293223
1902,0,0,32,0.276795
1903,1,0,32,0.235071
1904,1,1,33,0.316474
1905,0,0,33,0.314387
1906,0,0,34,0.484805
1907,1,1,34,0.443114
1908,1,1,35,0.391379
1909,0,0,35,0.359281
1910,1,0,36,0.35567
1911,1,1,36,0.344013
1912,1,0,36,0.361919
1913,0,0,36,0.379261
1914,1,0,37,0.26043
1915,0,0,37,0.299669
1916,1,0,37,0.324538
1917,0,0,38,0.307791
1918,1,1,38,0.317694
1919,1,0,38,0.276243
1920,0,0,39,0.282486
1921,1,0,39,0.288927
1922,0,0,40,0.268427
1923,1,0,40,0.303441
1924,1,0,41,0.353352
1925,0,0,41,0.412137
1926,1,0,42,0.410112
1927,0,0,42,0.381041
1928,1,1,43,0.422601
1929,0,0,43,0.391994
1930,1,0,43,0.36381
1931,1,0,44,0.421286
1932,1,1,44,0.433852
1933,0,0,44,0.430147
1934,1,0,44,0.361416
1935,1,0,77,0.31993
1936,0,0,45,0.311321
1937,1,1,45,0.405861
1938,1,0,46,0.337596
1939,0,0,46,0.302857
1940,1,1,46,0.424107
1941,1,0,47,0.323031
1942,1,0,47,0.312862
1943,0,0,47,0.325023
1944,1,1,48,0.347932
1945,0,0,48,0.303318
1946,1,1,48,0.399166
1947,1,1,49,0.382911
1948,1,1,49,0.458904
1949,0,0,49,0.342541
1950,1,0,50,0.343015
1951,0,0,50,0.387298
1952,1,0,51,0.229025
1953,0,0,51,0.265327
1954,1,1,52,0.543027
1955,0,0,52,0.433283
1956,0,0,53,0.304114
1957,1,0,53,0.306916
1958,0,0,54,0.23951
1959,1,0,54,0.226937
1960,1,0,55,0.361309
1961,1,1,55,0.355109
1962,1,1,55,0.371429
1963,1,1,55,0.3625
1964,0,0,55,0.380682
1965,1,1,56,0.272145
1966,0,0,56,0.189358
1967,1,1,56,0.210996
1968,1,0,56,0.180077
1969,0,0,57,0.453333
1970,1,0,57,0.428346
1971,1,1,57,0.440298
1972,1,1,57,0.417462
1973,1,0,58,0.242177
1974,0,0,58,0.280811
1975,1,0,58,0.247453
1976,1,0,59,0.278715
1977,0,0,59,0.231415
1978,1,0,59,0.278752
1979,1,0,60,0.274775
1980,1,0,60,0.280212
1981,1,1,60,0.297778
1982,0,0,60,0.302326
1983,1,0,61,0.275281
1984,1,1,61,0.275086
1985,0,0,61,0.293907
1986,1,0,61,0.284528
1987,0,0,62,0.372703
1988,1,1,62,0.333901
1989,1,0,63,0.220183
1990,1,1,63,0.254813
1991,1,0,63,0.300462
1992,0,0,63,0.219245
1993,0,0,64,0.334258
1994,1,1,64,0.321429
1995,1,1,65,0.444086
1996,1,1,65,0.482838
1997,0,0,65,0.415038
1998,1,1,66,0.366617
1999,0,0,66,0.39749
2000,1,0,66,0.401731
2001,1,0,67,0.305016
2002,0,0,67,0.334768
2003,1,0,68,0.251852
2004,1,0,68,0.244552
2005,0,0,68,0.257485
2006,1,1,68,0.220363
2007,1,1,69,0.351159
2008,0,0,69,0.348837
2009,0,0,69,0.38438
2010,1,1,69,0.397638
2011,1,1,70,0.354839
2012,0,0,70,0.361386
2013,1,0,71,0.2575
2014,0,0,71,0.245614
2015,0,0,72,0.275583
2016,1,0,72,0.269575
2017,1,0,72,0.233429
2018,1,1,73,0.406936
2019,0,0,73,0.283622
2020,1,0,73,0.268328
2021,1,1,74,0.318408
2022,0,0,74,0.387171
2023,1,0,74,0.393382
2024,1,0,74,0.348865
2025,1,1,75,0.402923
2026,0,0,75,0.376147
2027,1,0,75,0.368692
2028,1,1,75,0.360947
2029,1,0,76,0.388321
2030,0,0,76,0.357394
2031,1,1,76,0.40163
2032,1,1,77,0.34629
2033,0,0,77,0.358682
2034,1,1,78,0.345144
2035,1,1,78,0.421875
2036,1,1,78,0.513854
2037,0,0,78,0.437759
2038,1,1,79,0.473605
2039,1,1,79,0.481481
2040,1,1,79,0.460705
2041,1,1,79,0.429348
2042,1,1,79,0.406654
2043,1,1,79,0.362342
2044,0,0,79,0.466035
2045,1,1,80,0.4637
2046,1,1,80,0.366288
2047,1,1,80,0.431624
2048,0,0,80,0.45045
2049,1,0,81,0.369863
2050,0,0,81,0.408
2051,1,0,81,0.363112
2052,1,1,82,0.42467
2053,0,0,82,0.378649
2054,1,1,83,0.366224
2055,0,0,83,0.283063
2056,0,0,84,0.307985
2057,1,0,84,0.347019
2058,0,0,85,0.396758
2059,1,0,85,0.396274
2060,0,0,86,0.511784
2061,1,1,86,0.636364
2062,0,0,87,0.453307
2063,1,0,87,0.420588
